name,locale
Química (enseñanza),es
Química alimentaria,es
Química analítica,es
Química analítica (enseñanza),es
Química clínica,es
Química clínica (análisis biomédicos),es
Química clínica (enseñanza),es
Química cuántica,es
Química de fibras,es
Química de los polímeros,es
Química de procesos,es
Química de superficies y coloidal,es
Química farmacéutica,es
Química física,es
Química física (enseñanza),es
Química inorgánica,es
Química inorgánica (enseñanza),es
Química médica (análisis biomédicos),es
Química médica (enseñanza),es
Química nuclear,es
Química orgánica,es
Química orgánica (enseñanza),es
Química orgánica preparativa (síntesis orgánica),es
Química textil,es
Quimiometría (análisis multivariante),es
Quimioterapia / tratamiento del cáncer (especialidad de enfermería),es
Quiropráctica (interpretación de radiografías),es
Quiropráctica (medicina deportiva),es
Quiropráctica (neurología),es
Quiropráctica (pediatría),es
Quiropráctica (problemas reumáticos),es
Radar de punteo automático ARPA,es
Radiodifusión en vivo,es
Radiografías (especialidad de enfermería odontológica),es
Radiografías panorámicas,es
Radiología,es
Radiología (enseñanza),es
Radiología (tecnología y aparatos),es
Radiología de niños y adolescentes,es
Radiología dental (rayos X),es
Radiología diagnóstica (especialidad de enfermería),es
Radioterapia,es
Radioterapia (tecnología y aparatos),es
Raederas,es
Rafting (instrucción o entrenamiento),es
Rasterización (impresión),es
Reacondicionamiento de vehículos,es
Realización (producciones cinematográficas),es
Realización de pagos,es
Reanimación cardiopulmonar,es
Recambios para vehículos,es
Recauchutado,es
Recepción de anuncios,es
Recepción de la leche (elaboración de productos lácteos),es
Recepcionista,es
Recepcionista de hotel,es
Reciclaje de componentes electrónicos,es
Recipientes a presión,es
Recitación,es
Recitado poético,es
Recitado teatral,es
Recogida de bayas,es
Recogida de carros de compra (establecimientos comerciales),es
Recogida de fichas (aparatos),es
Recogida de fruta,es
Recogida de huevos,es
Recogida de pieles (extracción),es
Recogida de plantas,es
Recolocación laboral,es
Recorte de bordes (vidrio y cerámica),es
Recortes de personal,es
Rectificado cilíndrico,es
Rectificado circular,es
Rectificado de engranajes,es
Rectificado de herramientas,es
Rectificadora convencional,es
Rectificadora de centros,es
Rectificadora de cilindros,es
Redacción de acuerdos y contratos,es
Redacción de artículos,es
Redacción de audiolibros,es
Redacción de contratos,es
Redacción de guiones cinematográficos,es
Redacción de la sección cultural,es
Redacción de la sección gastronómica,es
Redacción de noticias,es
Redacción de noticias de actualidad,es
Redacción de páginas web,es
Redes de acceso (instalación y mantenimiento),es
Redes de telecomunicaciones DXC (Digital Cross-Connect),es
Redes LAN (análisis de vulnerabilidad),es
Red SONET (Synchronous Optical Networking),es
Red Token Ring (análisis de vulnerabilidad),es
Reflexoterapia/reflexología,es
Refrigeración comercial,es
Refrigeración industrial,es
Refrigeración por amoniaco,es
Refuerzo de cimientos,es
Refuerzo de estructuras (construcción),es
Refuerzo de plásticos,es
Refugios (control del mantenimiento),es
Régimen de propiedad commonhold (agentes inmobiliarios),es
Registro alfabético de datos,es
Registro del patrimonio histórico,es
Registro de medicamentos,es
Registro numérico de datos,es
Registros de buques,es
Regrabaciones,es
Regulación de la ventilación,es
Rehabilitación,es
Rehabilitación (administración del personal),es
Rehabilitación (especialidad de medicina),es
Rehabilitación (fisioterapia),es
Rehabilitación de balcones/terrazas,es
Rehabilitación de niños (ergoterapias),es
Rehabilitación de niños (logopedia),es
Rehabilitación física de adultos,es
Rehabilitación física de niños,es
Relaciones públicas,es
Religión (enseñanza),es
Rellenado de artículos textiles,es
Relojería,es
Relojería (fabricación),es
Relojes,es
Relojes (instalación y mantenimiento),es
Remates de madera,es
Remo (instrucción o entrenamiento),es
Remolcadores,es
Renovación de casas,es
Renovación de ventanas,es
Reorganización de empresas,es
Reparación (tareas subacuáticas),es
Reparación de accesorios de interior (carpintería),es
Reparación de acordeones,es
Reparación de ascensores,es
Reparación de buques,es
Reparación de cajas de cambios,es
Reparación de calzado,es
Reparación de cisternas,es
Reparación de clavicordios,es
Reparación de daños,es
Reparación de daños provocados por el óxido,es
Reparación de equipos estereofónicos de automóviles,es
Reparación de escaleras mecánicas,es
Reparación de estructuras (aeronaves),es
Reparación de inmuebles,es
Reparación de instrumentos de viento,es
Reparación de la carrocería de automóviles,es
Reparación de locomotoras a vapor,es
Reparación de locomotoras de gasóleo,es
Reparación de maquinaria agrícola,es
Reparación de maquinaria forestal,es
Reparación de maquinaria pequeña,es
Reparación de maquinaria pesada de construcción,es
Reparación de máquinas de coser,es
Reparación de materiales de piedra,es
Reparación de metros (suburbanos),es
Reparación de motocicletas,es
Reparación de motores de embarcaciones,es
Reparación de motores de gasóleo,es
Reparación de motores de gasolina (maquinaria agrícola o industrial),es
Reparación de motores de gasolina (vehículos de motor),es
Reparación de motores de motocicletas,es
Reparación de motores diésel,es
Reparación de motores eléctricos,es
Reparación de pianos,es
Reparación de pianos de cola,es
Reparación de pieles,es
Reparación de plástico,es
Reparación de sillas de ruedas,es
Reparación de sistemas EDC (Electronic Diesel Control),es
Reparación de suelas y tacones,es
Reparación de tambores,es
Reparación de teléfonos móviles,es
Reparación de trabajos de construcción,es
Reparación de trabajos de ingeniería civil,es
Reparación de tranvías,es
Reparación de tuberías (fontanería),es
Reparación de tubos (maquinaria agrícola e industrial),es
Reparación de vagones de mercancías,es
Reparación de vagones de pasajeros,es
Reparación de velas de embarcaciones,es
Reparación general de automóviles,es
Reparación y asistencia técnica de maquinaria electrónica,es
Reparto de herencias,es
Reparto de mercancías (entrega),es
Reparto de papeles (cine o teatro),es
Reparto de periódicos,es
Reparto en bicicleta (entrega),es
Reparto en ciclomotor (entrega),es
Reparto en motocicleta (entrega),es
Representación de artistas,es
Representación de un deportista,es
Representación en escena (actuación),es
Reproducción de imágenes,es
Reproducción de procesos,es
Reproducción en gran formato,es
Reptiles,es
Repujado/grabado,es
Reserva de espacios publicitarios,es
Residencias / centros residenciales para personas dependientes,es
Residuos peligrosos,es
Resinas termoendurecibles,es
Resistencia física,es
Resolución de conflictos (gestión de recursos humanos),es
Resolución de problemas,es
Resonancia magnética,es
Responsabilidad contable,es
Responsabilidad de departamento (supermercados),es
Responsabilidad de funcionamiento (agua y canalización),es
Responsabilidad de funcionamiento (centrales eléctricas),es
Responsabilidad de la calidad,es
Responsabilidad de lavado y limpieza,es
Responsabilidad del personal,es
Responsabilidad de parquímetros,es
Responsabilidad de planificación del vestuario de escena,es
Responsabilidad de sector (actividades de embajada),es
Responsabilidad de sector (actividades recreativas),es
Responsabilidad de sector (aduanas),es
Responsabilidad de sector (agricultura),es
Responsabilidad de sector (asistencia a personas con trastornos de aprendizaje),es
Responsabilidad de sector (asistencia a presos en centros penitenciarios),es
Responsabilidad de sector (asistencia geriátrica),es
Responsabilidad de sector (asistencia social),es
Responsabilidad de sector (asuntos de sanidad),es
Responsabilidad de sector (asuntos de seguridad social),es
Responsabilidad de sector (asuntos de vivienda y construcción),es
Responsabilidad de sector (asuntos forestales),es
Responsabilidad de sector (conservación de la naturaleza),es
Responsabilidad de sector (cuestiones culturales),es
Responsabilidad de sector (cuestiones de fiscalidad),es
Responsabilidad de sector (cuestiones del mercado laboral),es
Responsabilidad de sector (cuestiones de políticas),es
Responsabilidad de sector (cuestiones educativas),es
Responsabilidad de sector (cuestiones viales y de circulación),es
Responsabilidad de sector (cuidados de personas con discapacidad),es
Responsabilidad de sector (cuidados de personas con trastornos de aprendizaje),es
Responsabilidad de sector (navegación marítima),es
Responsabilidad de sector (programas de cuidado de niños),es
Responsabilidad de sector (servicios de salvamento),es
Responsabilidad de sector (servicios odontológicos),es
Responsabilidad de sector (supervisión),es
Responsabilidad de sector (turismo),es
Responsabilidad editorial,es
Responsabilidad editorial musical,es
Responsabilidad en la supervisión de voladuras,es
Responsabilidad médica,es
Responsabilidad operativa (construcción),es
Responsabilidad operativa (informática),es
Responsabilidad presupuestaria,es
Restauración arquitectónica,es
Restauración de muebles,es
Restaurantes de barcos,es
Retirada de la nieve y esparcimiento de arena,es
Retoques (fotografía),es
Reumatología (enseñanza),es
Reumatología (especialidad de medicina),es
Reumatología (fisioterapia),es
Revestimiento asfáltico,es
Revestimiento de bastidores,es
Revestimiento de carreteras,es
Revestimiento de superficies,es
Revestimiento Lucite,es
Revestimiento para suelos,es
Revestimiento por cortina,es
Revestimientos con planchas metálicas,es
Revestimientos de fachadas con vidrio,es
Revestimiento térmico,es
Revisión o evaluación lingÃ¼ística,es
Revisión salarial,es
Revisores de tren,es
Revistas,es
Riesgo de créditos,es
Rítmica (cuidado de niños de la escuela infantil y primaria),es
Rítmica (enseñanza),es
Robótica,es
Rock and roll (enseñanza),es
Rodaje de anuncios publicitarios,es
Rodaje de documentales,es
Rodajes de películas cinematográficas,es
Rodillos compresores,es
Rompehielos,es
Ropa de trabajo,es
Ropa femenina para modelos,es
Ropa interior,es
Ropa interior (modelaje),es
Ropa masculina para modelos,es
Rotulación,es
Rotura de hormigón,es
Routers (instalación y mantenimiento),es
Ruby,es
Rugby (instrucción o entrenamiento),es
Ruleta (crupier),es
Ruso (enseñanza),es
Sacrificio de ovinos,es
Sacrificio de porcinos,es
Sacrificio de terneros,es
Sage 300 ERP,es
Sage CRM,es
Sage CRM Cloud,es
Sage ERP b7,es
Sage ERP X3,es
Sage New Classic,es
Sage SalesLogix,es
Salteado de alimentos con wok,es
Salto hípico (instrucción o entrenamiento),es
Salud,es
Salud, seguridad y entorno laboral,es
Salud (enseñanza),es
Salud y seguridad en el trabajo,es
Saneamiento del amianto,es
Sanidad pública (enseñanza),es
SAP Business All-in-One,es
SAP Business ByDesign,es
SAP Business One,es
SAP CRM,es
SAP ERP,es
SAP Exchange Infrastructure,es
SAP for Banking,es
SAP for Healthcare,es
SAP for Retail,es
SAP for Utilities,es
SAP SCM,es
Sastrería,es
Sastrería (prendas para hombres),es
Sastrería (prendas para mujeres),es
Saxofón (enseñanza),es
Saxofón (instrumentista),es
Saxofón alto (instrumentista),es
Saxofón barítono (instrumentista),es
Saxofón soprano (instrumentista),es
Saxofón tenor (instrumentista),es
Secado de la madera,es
Sector de servicios,es
Seguimiento de las operaciones,es
Seguimiento de noticias de países extranjeros,es
Seguimiento presupuestario,es
Segunda lengua (enseñanza),es
Seguridad de gas,es
Seguridad social,es
Seguro de bienes inmuebles,es
Seguro de cese de actividad (empresas),es
Seguro de contrato,es
Seguro de responsabilidad civil,es
Seguros (administración del personal),es
Seguros de pensiones,es
Seguros de vida,es
Senderismo (instrucción o entrenamiento),es
Separación de residuos (basuras),es
Separación magnética,es
Serigrafía textil,es
Serología de grupos sanguíneos,es
Serrado con sierra circular,es
Serrado con sierra de cinta,es
Serrado de metales,es
Serrado por capas,es
Servicio a los clientes,es
Servicio de asistencia (ayudas a la comunicación),es
Servicio de bebidas de barril,es
Servicio de boletín informático (BBS),es
Servicio de bombas (maquinaria),es
Servicio de dietas especiales (nutricionistas),es
